fecha,tipo,precio,monto,asset,fiat,metodos_pago
2026-08-13T17:30:21.676346,BUY,895.00000000,80000.00000000,USDT,VES,Banco de Venezuela
2026-08-13T17:20:14.643921,SELL,888.00000000,199.50000000,USDT,VES,Pago Movil
2026-08-13T17:20:13.452145,BUY,895.00100000,80000.00000000,USDT,VES,"Banco de Venezuela, Bank Transfer"
2026-08-13T17:00:57.576056,BUY,895.00000000,80000.00000000,USDT,VES,"Banco de Venezuela, Bank Transfer"
2026-08-13T17:00:02.546437,SELL,888.00000000,43056.20000000,USDT,VES,"Banco de Venezuela, Bank Transfer"
2026-08-13T16:30:56.724188,BUY,893.00000000,2000.00000000,USDT,VES,"R4 Banco Microfinanciero, Banco de Venezuela, Bank Transfer"
2026-08-13T16:30:56.724188,SELL,887.50000000,100.00000000,USDT,VES,Banesco
2026-08-13T16:00:38.420236,BUY,893.00000000,2000.00000000,USDT,VES,"R4 Banco Microfinanciero, Banco de Venezuela, Bank Transfer"
2026-08-13T16:00:04.013165,SELL,887.00000000,2000.00000000,USDT,VES,"R4 Banco Microfinanciero, Banco de Venezuela, Bank Transfer"
2026-08-13T15:30:37.449772,SELL,883.00000000,100.00000000,USDT,VES,Mercantil
2026-08-13T15:30:37.128764,BUY,893.00000000,2000.00000000,USDT,VES,"R4 Banco Microfinanciero, Banco de Venezuela, Bank Transfer"
2026-08-13T15:00:36.169066,SELL,882.00000000,1.04000000,USDT,VES,"Pago Movil, BNC Banco Nacional de Crédito"
2026-08-13T15:00:35.872815,BUY,893.00000000,2000.00000000,USDT,VES,"R4 Banco Microfinanciero, Banco de Venezuela, Bank Transfer"
2026-08-13T14:30:35.090029,SELL,881.00000000,99.75000000,USDT,VES,Mercantil
2026-08-13T14:30:34.782354,BUY,891.41100000,2773.02000000,USDT,VES,Bancaribe
2026-08-13T14:00:33.970987,SELL,876.00000000,4488.77000000,USDT,VES,Banesco
2026-08-13T14:00:33.662347,BUY,895.51000000,6000.00000000,USDT,VES,"Provincial, BBVA"
2026-08-13T13:30:32.605175,SELL,882.00000000,4488.77000000,USDT,VES,Banesco
2026-08-13T13:30:32.283693,BUY,889.00000000,2000.00000000,USDT,VES,"Bank Transfer, Banco de Venezuela, R4 Banco Microfinanciero"
2026-08-13T13:00:31.133133,SELL,881.00000000,3.20000000,USDT,VES,"Pago Movil, Banesco"
2026-08-13T13:00:30.813404,BUY,889.00000000,2000.00000000,USDT,VES,"Bank Transfer, Banco de Venezuela, R4 Banco Microfinanciero"
2026-08-13T12:30:29.997624,SELL,879.99900000,159.66000000,USDT,VES,Mercantil
2026-08-13T12:30:29.679576,BUY,889.00000000,2000.00000000,USDT,VES,"Bank Transfer, Banco de Venezuela, R4 Banco Microfinanciero"
2026-08-13T12:00:28.748855,SELL,882.00000000,4488.77000000,USDT,VES,Banesco
2026-08-13T12:00:28.459069,BUY,889.00000000,2000.00000000,USDT,VES,"Bank Transfer, Banco de Venezuela, R4 Banco Microfinanciero"
2026-08-13T11:30:27.447167,SELL,884.99900000,22.06000000,USDT,VES,Bancamiga
2026-08-13T11:30:27.122474,BUY,889.00000000,2000.00000000,USDT,VES,"Bank Transfer, Banco de Venezuela, R4 Banco Microfinanciero"
2026-08-13T11:00:15.307573,SELL,880.50300000,687.62000000,USDT,VES,"Banesco, Bank Transfer, Pago Movil"
2026-08-13T11:00:15.001188,BUY,890.00000000,36797.82000000,USDT,VES,Bancamiga
2026-08-13T10:33:47.788384,BUY,889.00000000,2000.00000000,USDT,VES,"Bank Transfer, Banco de Venezuela, R4 Banco Microfinanciero"
2026-08-13T10:33:02.756398,SELL,882.00000000,45000.00000000,USDT,VES,Bancamiga
2026-08-13T10:00:57.040858,SELL,884.00000000,31.78000000,USDT,VES,Mercantil
2026-08-13T10:00:56.727466,BUY,887.00500000,60360.00000000,USDT,VES,BNC Banco Nacional de Crédito
2026-08-13T09:30:07.451324,SELL,884.99900000,84.46000000,USDT,VES,Banesco
2026-08-13T09:30:07.146064,BUY,886.00500000,80000.00000000,USDT,VES,BNC Banco Nacional de Crédito
2026-08-13T09:04:29.293770,SELL,881.60000000,159.60000000,USDT,VES,Banesco
2026-08-13T09:04:28.952030,BUY,886.00500000,80000.00000000,USDT,VES,BNC Banco Nacional de Crédito
2026-08-13T09:00:13.781566,SELL,881.50000000,80000.00000000,USDT,VES,BNC Banco Nacional de Crédito
2026-08-13T09:00:02.625538,BUY,886.00500000,80000.00000000,USDT,VES,BNC Banco Nacional de Crédito
2026-08-13T08:55:24.278309,BUY,887.80000000,120.00000000,USDT,VES,"Provincial, Mercantil"
2026-08-13T08:13:10.700498,SELL,882.20000000,1923.63000000,USDT,VES,Banco de Venezuela
2026-08-13T08:13:10.385558,BUY,885.50500000,80000.00000000,USDT,VES,BNC Banco Nacional de Crédito
2026-08-13T00:01:35.450065,SELL,885.00000000,663.83000000,USDT,VES,"BNC Banco Nacional de Crédito, Banco del Tesoro"
2026-08-13T00:01:35.124840,BUY,886.00000000,8200.06000000,USDT,VES,"Bancamiga, Banesco"
2026-08-12T23:31:37.471371,SELL,885.00000000,399.00000000,USDT,VES,Bancaribe
2026-08-12T23:31:37.135233,BUY,886.00000000,10000.00000000,USDT,VES,"Bancamiga, Banesco"
2026-08-12T23:01:35.125139,SELL,885.00000000,399.00000000,USDT,VES,Bancaribe
2026-08-12T23:01:34.734760,BUY,886.10000000,17547.51000000,USDT,VES,Banco de Venezuela
2026-08-12T22:31:11.018618,SELL,884.00000000,49.87000000,USDT,VES,Mercantil
2026-08-12T22:31:10.681893,BUY,886.00000000,22677.99000000,USDT,VES,Banco de Venezuela
2026-08-12T22:01:20.584821,SELL,883.99900000,308.29000000,USDT,VES,"Mercantil, Pago Movil"
2026-08-12T22:01:20.242583,BUY,886.00000000,341.28000000,USDT,VES,Recarga Pines
2026-08-12T21:33:02.075539,SELL,883.99900000,343.35000000,USDT,VES,Mercantil
2026-08-12T21:33:01.743640,BUY,886.00000000,341.28000000,USDT,VES,Recarga Pines
2026-08-12T21:10:12.419555,SELL,882.00000000,99.75000000,USDT,VES,BNC Banco Nacional de Crédito
2026-08-12T21:10:12.073493,BUY,886.00000000,341.28000000,USDT,VES,Recarga Pines
2026-08-12T20:32:59.374406,SELL,882.10000000,108.82000000,USDT,VES,"Provincial, Bancamiga"
2026-08-12T20:32:58.364083,BUY,885.00000000,80000.00000000,USDT,VES,"Bank Transfer, Banco de Venezuela"
2026-08-12T20:00:32.523877,SELL,880.00000000,0.43000000,USDT,VES,Banesco
2026-08-12T20:00:32.199329,BUY,884.90000000,1989.31000000,USDT,VES,Bancamiga
2026-08-12T19:30:50.381511,SELL,879.99000000,5.18000000,USDT,VES,"Mercantil, Pago Movil"
2026-08-12T19:30:50.034727,BUY,884.00000000,55000.06000000,USDT,VES,"Bank Transfer, Banco de Venezuela"
2026-08-12T19:01:03.259112,SELL,878.00000000,80.96000000,USDT,VES,Pago Movil
2026-08-12T19:01:02.867422,BUY,883.50000000,59000.00000000,USDT,VES,"Bank Transfer, Banco de Venezuela"
2026-08-12T18:30:30.846714,SELL,879.40000000,1.55000000,USDT,VES,"Mercantil, Pago Movil"
2026-08-12T18:30:30.520819,BUY,883.50000000,80000.00000000,USDT,VES,"Bank Transfer, Banco de Venezuela"
2026-08-12T18:08:21.446533,SELL,879.40000000,1.55000000,USDT,VES,"Mercantil, Pago Movil"
2026-08-12T18:08:21.104220,BUY,883.00100000,33516.44000000,USDT,VES,"Banco de Venezuela, Bank Transfer"
2026-08-12T17:31:22.096115,SELL,878.99800000,1.13000000,USDT,VES,"Banco de Venezuela, Pago Movil, Bank Transfer"
2026-08-12T17:31:21.707132,BUY,881.50000000,2000.00000000,USDT,VES,"R4 Banco Microfinanciero, Banco de Venezuela, Bank Transfer"
2026-08-12T17:00:44.802039,SELL,878.85000000,0.55000000,USDT,VES,Banco de Venezuela
2026-08-12T17:00:43.680020,BUY,881.50000000,2000.00000000,USDT,VES,"R4 Banco Microfinanciero, Banco de Venezuela, Bank Transfer"
2026-08-12T16:33:21.528121,SELL,878.00100000,0.60000000,USDT,VES,"Banesco, Banco de Venezuela"
2026-08-12T16:33:21.201322,BUY,881.50000000,2000.00000000,USDT,VES,"R4 Banco Microfinanciero, Banco de Venezuela, Bank Transfer"
2026-08-12T16:06:01.913846,SELL,878.00000000,99.75000000,USDT,VES,"Pago Movil, Bank Transfer"
2026-08-12T16:06:01.533759,BUY,881.50000000,2000.00000000,USDT,VES,"R4 Banco Microfinanciero, Banco de Venezuela, Bank Transfer"
2026-08-12T15:30:21.100699,SELL,876.00000000,0.88000000,USDT,VES,"Pago Movil, Mercantil"
2026-08-12T15:30:19.686551,BUY,881.50000000,2000.00000000,USDT,VES,"R4 Banco Microfinanciero, Banco de Venezuela, Bank Transfer"
2026-08-12T15:00:37.245726,SELL,876.00000000,16.24000000,USDT,VES,Banesco
2026-08-12T15:00:36.919380,BUY,881.50000000,2000.00000000,USDT,VES,"R4 Banco Microfinanciero, Banco de Venezuela, Bank Transfer"
2026-08-12T14:30:02.858901,SELL,876.00000000,15.37000000,USDT,VES,Banesco
2026-08-12T14:30:02.503475,BUY,881.00000000,2000.00000000,USDT,VES,"Bank Transfer, Banco de Venezuela, R4 Banco Microfinanciero"
2026-08-12T14:00:41.946718,SELL,877.99900000,49.69000000,USDT,VES,Pago Movil
2026-08-12T14:00:41.579041,BUY,881.50000000,22077.58000000,USDT,VES,Bancamiga
2026-08-12T13:30:31.516735,SELL,878.10000000,4417.67000000,USDT,VES,"Mercantil, Bancamiga, Banesco, Pago Movil, Banco de Venezuela"
2026-08-12T13:30:31.194253,BUY,881.00000000,100.00000000,USDT,VES,Recarga Pines
2026-08-12T13:07:20.462231,SELL,878.00000000,48.22000000,USDT,VES,Pago Movil
2026-08-12T13:07:20.136452,BUY,880.00000000,4586.09000000,USDT,VES,"BBVA, Provincial"
2026-08-12T12:39:55.895096,SELL,879.00000000,83.66000000,USDT,VES,Banco de Venezuela
2026-08-12T12:39:55.576929,BUY,880.00000000,8889.65000000,USDT,VES,"BNC Banco Nacional de Crédito, Pago Movil"
2026-08-12T12:34:34.368008,SELL,877.50000000,299.25000000,USDT,VES,Mercantil
2026-08-12T12:34:33.995728,BUY,881.00000000,1399.62000000,USDT,VES,Bancamiga
2026-08-12T12:01:23.060359,SELL,861.30000000,149.62000000,USDT,VES,Mercantil
2026-08-12T12:01:22.733157,BUY,882.00000000,38344.18000000,USDT,VES,Bancamiga
2026-08-12T11:35:34.432871,SELL,878.00000000,0.42000000,USDT,VES,"Banesco, Mercantil, Provincial, BNC Banco Nacional de Crédito, Bancamiga"
2026-08-12T11:35:34.068830,BUY,881.00000000,19436.95000000,USDT,VES,BNC Banco Nacional de Crédito
2026-08-12T11:00:55.716315,SELL,878.00000000,0.42000000,USDT,VES,"Banesco, Mercantil, Provincial, BNC Banco Nacional de Crédito, Bancamiga"
2026-08-12T11:00:55.356344,BUY,883.00000000,18989.58000000,USDT,VES,Bancamiga
2026-08-12T10:34:58.724037,SELL,761.63000000,967.58000000,USDT,VES,Pago Movil
2026-08-12T10:34:58.393823,BUY,883.00000000,73305.21000000,USDT,VES,Banco Digital de los Trabajadores
2026-08-12T10:10:54.771769,SELL,875.90000000,0.76000000,USDT,VES,Pago Movil
2026-08-12T10:10:54.421105,BUY,879.00100000,39000.06000000,USDT,VES,Banco de Venezuela
2026-08-12T09:30:52.882202,SELL,872.00000000,2258.59000000,USDT,VES,"Bank Transfer, Banco de Venezuela"
2026-08-12T09:30:52.535223,BUY,877.00000000,80000.00000000,USDT,VES,Bancamiga
2026-08-12T09:01:36.170230,SELL,874.00000000,99.75000000,USDT,VES,"Pago Movil, Banesco"
2026-08-12T09:01:35.803089,BUY,876.00000000,51712.10000000,USDT,VES,Bancamiga
2026-08-12T08:32:25.970029,SELL,874.00000000,99.75000000,USDT,VES,Provincial
2026-08-12T08:32:25.660654,BUY,876.00000000,67711.98000000,USDT,VES,Bancamiga
2026-08-12T08:00:56.295641,SELL,872.50000000,94.02000000,USDT,VES,Pago Movil
2026-08-12T08:00:55.946311,BUY,874.00000000,100.00000000,USDT,VES,Recarga Pines
2026-08-12T00:00:29.534060,SELL,846.00000000,76.11000000,USDT,VES,Provincial
2026-08-12T00:00:29.221196,BUY,873.05000000,20000.00000000,USDT,VES,Banesco
2026-08-11T23:30:14.095231,SELL,873.79900000,381.88000000,USDT,VES,Pago Movil
2026-08-11T23:30:13.749346,BUY,875.00000000,67711.98000000,USDT,VES,Bancamiga
2026-08-11T23:00:08.081279,SELL,872.90000000,99.75000000,USDT,VES,Bank Transfer
2026-08-11T23:00:07.717320,BUY,875.00000000,80000.00000000,USDT,VES,Bancamiga
2026-08-11T22:30:37.748504,SELL,873.00000000,99.75000000,USDT,VES,Mercantil
2026-08-11T22:30:37.416206,BUY,878.00000000,100.00000000,USDT,VES,Bancamiga
2026-08-11T22:00:14.095852,SELL,873.00000000,2.94000000,USDT,VES,"Pago Movil, Banco de Venezuela, Banco del Tesoro, Banco Digital de los Trabajadores"
2026-08-11T22:00:13.776755,BUY,876.00000000,2000.00000000,USDT,VES,"R4 Banco Microfinanciero, Banco de Venezuela, Bank Transfer"
2026-08-11T21:30:37.497523,SELL,872.00000000,99.75000000,USDT,VES,"Pago Movil, Banco de Venezuela"
2026-08-11T21:30:36.546499,BUY,876.00000000,2000.00000000,USDT,VES,"R4 Banco Microfinanciero, Banco de Venezuela, Bank Transfer"
2026-08-11T21:00:06.236545,SELL,873.39900000,163.58000000,USDT,VES,"Banesco, Mercantil"
2026-08-11T21:00:05.886355,BUY,877.00000000,2000.00000000,USDT,VES,"Bank Transfer, Banco de Venezuela, R4 Banco Microfinanciero"
2026-08-11T20:17:28.059777,SELL,873.00000000,3.98000000,USDT,VES,Banco de Venezuela
2026-08-11T20:17:27.738082,BUY,877.00000000,2000.00000000,USDT,VES,"Bank Transfer, Banco de Venezuela, R4 Banco Microfinanciero"
2026-08-11T19:00:51.053935,SELL,870.00000000,1.99000000,USDT,VES,Banesco
2026-08-11T19:00:50.734665,BUY,878.00000000,2000.00000000,USDT,VES,"R4 Banco Microfinanciero, Banco de Venezuela, Bank Transfer"
2026-08-11T18:08:17.544355,SELL,870.00000000,4.62000000,USDT,VES,Banesco
2026-08-11T18:08:17.209737,BUY,877.00000000,2000.00000000,USDT,VES,"Bank Transfer, Banco de Venezuela, R4 Banco Microfinanciero"
2026-08-11T17:30:32.367673,SELL,870.00000000,4.62000000,USDT,VES,Banesco
2026-08-11T17:30:32.032003,BUY,877.50000000,108000.06000000,USDT,VES,"Banco de Venezuela, Bank Transfer"
2026-08-11T17:01:37.471344,SELL,870.00000000,4.62000000,USDT,VES,Banesco
2026-08-11T17:01:37.123803,BUY,876.00000000,21147.48000000,USDT,VES,"Banco de Venezuela, Bank Transfer"
2026-08-11T16:34:40.873816,SELL,870.00000000,4.62000000,USDT,VES,Banesco
2026-08-11T16:34:40.480021,BUY,875.80000000,80000.00000000,USDT,VES,"Banco de Venezuela, Bank Transfer"
2026-08-11T16:02:28.054574,SELL,869.64900000,1377.09000000,USDT,VES,Banesco
2026-08-11T16:02:27.716116,BUY,874.00000000,80000.00000000,USDT,VES,"Bank Transfer, Banco de Venezuela"
2026-08-11T15:30:27.170027,SELL,870.00000000,1.02000000,USDT,VES,"Mercantil, Pago Movil"
2026-08-11T15:30:26.843322,BUY,874.00000000,36621.96000000,USDT,VES,Bancamiga
2026-08-11T15:04:28.599396,SELL,869.90000000,3.41000000,USDT,VES,"Pago Movil, Bank Transfer"
2026-08-11T15:04:28.169826,BUY,873.50000000,50120.21000000,USDT,VES,"Banco de Venezuela, Bank Transfer"
2026-08-11T14:33:11.368234,SELL,869.00000000,399.00000000,USDT,VES,Provincial
2026-08-11T14:33:11.008316,BUY,870.00000000,3425.43000000,USDT,VES,BNC Banco Nacional de Crédito
2026-08-11T14:03:35.788037,SELL,869.00000000,0.82000000,USDT,VES,"Banco de Venezuela, Pago Movil, Bank Transfer"
2026-08-11T14:03:35.444238,BUY,872.00000000,29149.58000000,USDT,VES,"Bank Transfer, Banco de Venezuela"
2026-08-11T13:32:35.238201,SELL,869.00000000,0.82000000,USDT,VES,"Banco de Venezuela, Pago Movil, Bank Transfer"
2026-08-11T13:32:32.856311,BUY,870.00000000,26000.00000000,USDT,VES,Bancamiga
2026-08-11T13:08:44.022201,SELL,868.00000000,99.75000000,USDT,VES,Pago Movil
2026-08-11T13:08:43.065458,BUY,870.00000000,43747.99000000,USDT,VES,Banco del Tesoro
2026-08-11T13:01:15.999635,SELL,868.00000000,349.12000000,USDT,VES,"Pago Movil, Banesco"
2026-08-11T13:01:15.676335,BUY,870.00000000,57840.22000000,USDT,VES,Banco del Tesoro
2026-08-11T12:30:31.601988,SELL,866.00000000,0.54000000,USDT,VES,Provincial
2026-08-11T12:30:30.497866,BUY,870.00000000,2340.30000000,USDT,VES,Banco Digital de los Trabajadores
2026-08-11T12:05:16.301484,SELL,866.00000000,0.54000000,USDT,VES,Provincial
2026-08-11T12:05:15.114704,BUY,870.00000000,28610.80000000,USDT,VES,BNC Banco Nacional de Crédito
2026-08-11T11:30:37.013400,SELL,866.00000000,0.54000000,USDT,VES,Provincial
2026-08-11T11:30:36.046911,BUY,870.00000000,4488.87000000,USDT,VES,Banco Digital de los Trabajadores
2026-08-11T11:01:52.574334,SELL,863.35200000,99.07000000,USDT,VES,"Pago Movil, Bancamiga"
2026-08-11T11:01:49.027071,BUY,872.00000000,80000.00000000,USDT,VES,Banco Digital de los Trabajadores
2026-08-11T10:30:43.192351,SELL,863.33900000,99.41000000,USDT,VES,"Pago Movil, Bancamiga"
2026-08-11T10:30:42.840817,BUY,867.50000000,4000.00000000,USDT,VES,Banco de Venezuela
2026-08-11T08:30:35.845633,SELL,864.00000000,97.54000000,USDT,VES,Pago Movil
2026-08-11T08:30:34.819882,BUY,866.10000000,23597.14000000,USDT,VES,Bancamiga
2026-08-11T07:01:16.851791,SELL,866.10000000,42.02000000,USDT,VES,Mercantil
2026-08-11T07:00:58.893936,BUY,866.10000000,31.98000000,USDT,VES,Banco Digital de los Trabajadores
2026-08-11T06:06:19.440085,SELL,866.00000000,583.54000000,USDT,VES,Provincial
2026-08-11T06:06:19.056052,BUY,866.10000000,31.98000000,USDT,VES,Banco Digital de los Trabajadores
2026-08-11T00:00:00,BUY,867.50000000,0E-8,USDT,VES,Bank Transfer
2026-08-11T00:00:00,SELL,865.00000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T23:30:00,BUY,869.50000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T23:30:00,SELL,865.90000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T23:00:00,SELL,865.10000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T23:00:00,BUY,868.00000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T22:30:00,BUY,868.00000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T22:30:00,SELL,865.00000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T22:00:00,BUY,867.55000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T22:00:00,SELL,869.30000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T21:30:41.453902,SELL,869.63000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T21:30:41.453902,BUY,869.50000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T21:00:41.453902,BUY,869.50000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T21:00:41.453902,SELL,869.25000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T20:30:41.453902,BUY,869.00000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T20:30:41.453902,SELL,868.99000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T20:00:41.453902,SELL,868.41000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T20:00:41.453902,BUY,869.00000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T19:30:41.453902,BUY,868.00000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T19:30:41.453902,SELL,869.46000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T19:00:41.453902,BUY,869.00000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T19:00:41.453902,SELL,869.00000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T18:30:41.453902,BUY,869.00000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T18:30:41.453902,SELL,869.00000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T18:00:41.453902,BUY,870.00000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T18:00:41.453902,SELL,868.71000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T17:30:41.453902,BUY,869.00000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T17:30:41.453902,SELL,869.00000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T17:00:41.453902,BUY,869.00000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T17:00:41.453902,SELL,868.70000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T16:30:41.453902,BUY,869.00000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T16:30:41.453902,SELL,867.49000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T16:00:41.453902,BUY,870.00000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T16:00:41.453902,SELL,866.00000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T15:30:41.453902,BUY,870.00000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T15:30:41.453902,SELL,866.70000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T15:00:41.453902,BUY,867.50000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T15:00:41.453902,SELL,868.90000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T14:30:41.453902,BUY,870.00000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T14:30:41.453902,SELL,874.00000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T14:00:41.453902,BUY,870.00000000,0E-8,USDT,VES,Bank Transfer
2026-08-10T14:00:41.453902,SELL,875.00000000,0E-8,USDT,VES,Bank Transfer
